480.892,1490.232
2402.069,1369.067
1181.603,1714.971
2714.731,1949.621
1304.771,170.873
2077.115,686.186
744.396,1575.202
1521.61,779.092
1954.835,26.516
1686.378,1222.733
619.465,222.911
2633.227,1366.524
2409.895,2680.644
444.348,324.532
607.324,2138.555
1568.996,1906.847
257.12,1425.281
2588.903,610.439
1613.258,1942.968
2692.283,1953.38
1465.917,1032.565
1509.182,1324.183
410.318,2196.252
1265.446,331.63
2398.297,111.265
1172.632,1290.193
39.239,1001.629
2518.574,2667.862
1978.636,2215.89
811.584,276.643
519.938,2117.73
1743.542,2260.361
1201.465,729.742
1790.367,1162.253
1481.147,2459.257
2560.273,1977.455
775.159,995.636
1540.928,1756.737
409.793,2180.767
1627.994,50.995
2515.719,615.189
1648.381,1293.875
217.106,910.789
1820.123,1791.985
1646.529,2187.099
979.749,496.726
204.367,2405.676
1142.131,1727.955
754.665,568.226
2449.178,954.925
954.145,2593.443
2533.147,2072.904
1765.886,428.338
1501.714,1742.698
736.921,2548.494
1212.724,144.847
1883.007,196.256
790.646,1016.458
672.142,42.871
2778.141,2053.311
2163.594,2235.608
968.47,861.256
1119.317,1931.247
2504.309,1831.878
718.361,710.187
2165.312,690.014
1572.112,1933.904
1797.525,2743.393
1330.049,109.202
1678.331,675.039
506.734,2707.579
1384.917,611.992
2285.927,841.659
1774.341,1345.183
301.136,111.136
1873.898,1656.915
1515.779,2294.503
725.989,558.783
1028.417,2404.692
1559.225,2152.746
1167.612,1028.266
2784.338,952.944
1807.234,2021.155
1692.263,2622.429
1032.011,592.392
1100.534,1256.295
809.495,1879.346
1431.254,575.488
2189.424,846.248
886.794,1607.82
1085.941,623.8
2703.911,2343.01
2485.971,2501.277
1178.859,695.614
1233.645,2140.861
1960.293,1284.294
1301.618,1180.116
2717.475,1684.094
1158.279,1894.763
1958.775,2501.235
1607.009,1214.194
1034.562,1050.968
837.604,1874.471
2414.466,165.491
1736.102,240.61
793.821,1015.461
1083.445,330.449
2038.075,1824.567
2273.358,2332.172
934.406,277.521
1356.441,2708.126
1888.76,2344.026
921.068,1253.218
2485.723,1443.37
1046.577,1888.356
2429.269,2238.636
1601.312,797.459
1577.017,1677.269
51.54,2230.516
1291.981,177.377
2201.848,869.389
1784.095,1107.02
721.806,554.574
1970.967,1833.375
1112.017,2439.572
650.509,566.933
878.787,2311.362
1184.335,1752.543
1164.228,1528.594
1884.036,1114.048
887.878,2057.369
1939.106,2408.606
979.851,416.237
1900.832,744.878
479.718,2159.052
1839.623,762.39
2349.032,551.224
1565.922,1733.616
123.71,1124.704
2046.388,2266.74
1420.231,2438.238
561.803,469.424
1467.898,2660.099
1545.412,2356.449
1242.148,576.649
2501.449,760.892
1557.652,1682.235
1829.173,2547.878
1535.375,588.496
2109.507,932.834
999.024,2245.569
1309.384,76.999
2654.497,289.699
1833.044,1200.041
514.971,540.593
2521.581,2158.161
2018.338,2501.315
721.566,256.555
793.053,2646.221
1748.502,1960.778
955.836,976.545
2610.21,1264.95
1189.845,2082.143
2624.485,2649.518
1490.722,704.126
1750.295,998.908
226.696,2054.199
1881.15,93.3
2283.183,195.848
1040.953,1617.681
545.054,468.671
2622.974,1977.703
1954.369,2539.877
1175.664,93.197
714.422,2480.629
1912.143,1717.908
795.239,1164.607
2722.738,1218.395
1285.678,1878.959
2391.818,2659.588
1216.255,603.586
1699.004,1040.798
587.439,2070.104
1676.79,425.92
2323.939,657.793
1378.075,1407.783
475.674,295.429
2317.311,1834.264
1853.324,2625.857
1022.009,191.078
733.075,2688.464
2035.39,1970.983
879.821,959.338
2379.681,1479.527
1131.296,1960.106
2444.383,2433.267
1211.924,499.301
1873.448,1209.93
363.995,1847.606
1644.045,223.867
2481.609,268.38
1255.738,1608.224
226.584,615.84
2485.964,1725.757
