18
125
800
1200.0,1200.0
642.709,503.113
183.411,495.291
588.551,763.14
353.329,544.948
1149.642,536.811
151.618,243.025
737.562,953.309
66.866,883.293
737.517,384.749
393.096,738.805
813.197,704.739
609.532,492.378
1106.415,714.548
169.0,360.597
908.562,831.198
225.402,931.137
644.497,266.797
520.764,490.818
467.336,726.86
886.419,447.914
967.707,768.853
69.437,189.339
784.822,820.433
378.839,833.597
551.334,598.945
175.793,730.902
617.179,948.632
360.175,568.168
697.458,529.886
270.297,234.585
755.467,661.36
499.449,782.256
570.631,382.215
414.839,828.463
763.006,661.369
736.604,396.606
1126.72,487.415
539.233,280.701
1065.086,942.075
383.992,872.525
532.776,216.29
380.554,635.516
825.74,1065.416
519.227,385.491
983.231,582.746
618.916,369.036
769.388,1128.978
13.357,836.46
502.264,282.452
452.028,444.728
745.596,752.595
911.17,391.561
869.537,810.844
465.032,156.885
969.678,953.01
134.293,831.215
403.977,144.165
464.835,325.668
365.235,710.555
486.81,830.566
1144.442,691.237
348.698,425.79
821.863,683.204
604.649,744.402
760.371,485.06
197.35,386.851
806.15,1010.561
641.846,710.947
599.41,659.139
432.91,317.095
1115.081,796.112
535.722,1008.289
526.243,533.603
491.972,669.296
397.854,874.606
644.41,849.166
817.544,285.06
108.311,145.765
1054.43,589.253
382.536,753.422
460.148,474.892
208.257,402.022
824.094,1095.676
636.449,568.038
1075.838,407.645
96.409,431.531
556.36,821.93
248.081,1140.755
763.902,459.769
647.593,643.672
868.146,651.262
823.726,315.626
1022.974,720.919
595.5,456.184
816.878,978.629
104.671,619.894
442.592,345.335
659.754,606.34
515.718,1019.263
950.573,723.127
760.871,817.91
329.112,666.609
662.745,649.783
273.64,892.235
653.929,270.756
241.119,784.899
860.35,954.978
435.663,625.298
1002.666,311.039
135.518,290.185
649.318,1037.797
493.327,596.099
697.645,289.738
365.747,898.379
679.299,653.585
537.622,802.39
1144.662,389.608
448.968,575.742
1064.505,919.17
210.818,683.821
734.692,155.558
532.39,592.518
914.263,930.127
798.611,854.635
733.541,422.298
271.565,160.766
913.47,1076.122
210.833,614.875
490.845,299.558
625.524,382.752
715.867,588.948
717.94,443.461
1089.384,596.791
460.169,72.249
1126.195,774.151
617.869,841.189
721.539,156.0
316.4,673.789
855.341,838.53
547.712,628.884
715.901,450.942
181.043,488.996
613.802,764.684
32.049,839.121
411.827,74.093
324.825,689.975
343.313,1030.179
710.619,639.434
810.601,736.74
270.307,133.014
708.767,765.618
511.735,1016.989
736.062,99.319
177.722,596.889
763.917,769.506
349.068,600.314
852.189,301.18
122.479,253.982
657.149,662.811
257.972,794.71
415.481,131.655
249.073,391.856
572.952,755.802
508.579,749.132
871.1,256.969
429.782,650.174
680.354,1083.176
65.4,784.803
765.486,431.224
460.1,537.232
673.91,718.227
524.164,751.392
1054.859,403.646
235.754,613.465
703.59,626.386
404.903,957.641
764.816,204.001
612.102,580.792
865.403,918.228
431.377,599.122
993.305,760.965
247.526,38.023
686.153,761.582
173.683,1102.993
448.666,288.588
527.731,665.574
491.138,585.131
420.379,798.266
1030.72,711.058
381.958,388.705
732.374,688.074
209.57,643.102
605.008,625.489
551.427,511.204
898.479,809.32
743.186,535.118
1005.415,719.693
439.845,588.489
938.972,679.559
514.374,650.949
601.015,289.018
522.873,560.695
390.94,880.954
569.827,351.646
746.9,660.841
427.476,621.264
1045.909,1067.119
276.961,1158.23
550.767,425.891
583.169,470.416
573.781,911.91
670.621,426.407
612.642,581.602
71.289,532.365
1155.832,834.543
571.093,1043.396
626.661,275.795
357.751,617.82
570.675,784.258
470.714,658.985
968.372,375.581
591.339,384.317
1190.464,848.087
48.123,974.096
696.61,109.193
258.122,857.48
507.651,590.967
678.584,558.246
622.984,727.555
337.875,618.37
941.862,535.749
606.272,821.93
619.772,490.403
427.434,677.715
696.811,965.281
663.684,511.91
807.232,390.339
436.536,344.811
881.047,847.076
326.599,1004.353
717.99,297.781
534.928,730.208
501.231,875.924
487.656,662.59
955.023,529.232
439.675,389.426
983.788,964.023
233.949,721.024
648.651,254.987
373.296,744.431
642.899,770.835
630.723,626.764
895.881,524.341
484.368,359.053
686.881,826.796
316.466,720.065
709.438,257.578
541.714,696.95
578.979,670.944
715.74,662.181
817.77,653.983
342.27,514.687
807.96,970.302
224.621,868.389
743.47,395.806
289.268,673.598
725.406,940.655
584.165,617.919
907.358,353.262
266.875,452.61
755.976,900.14
439.298,921.702
426.885,342.298
561.397,571.086
519.301,729.749
692.547,484.893
922.013,512.309
394.522,331.203
787.521,816.327
398.111,793.2
472.769,312.661
287.454,658.992
562.51,916.748
676.242,604.542
945.663,652.137
305.206,293.605
907.269,934.528
487.044,825.682
616.591,213.193
410.77,509.74
626.509,718.502
718.236,717.731
978.651,401.605
432.166,356.755
809.242,770.077
349.718,734.757
661.802,473.242
495.623,693.347
631.414,819.568
616.246,659.134
956.614,601.921
321.885,221.718
926.082,820.588
306.666,653.396
668.198,428.47
351.031,494.001
796.592,865.128
588.197,749.457
832.874,601.732
402.725,172.319
778.185,951.308
437.159,938.591
648.662,396.503
318.835,462.921
494.963,886.188
594.067,769.962
941.478,659.561
239.342,302.239
930.625,873.614
297.847,653.944
763.043,246.086
611.616,552.303
709.666,796.713
580.055,757.825
1062.54,517.936
284.0,189.041
926.1,679.657
192.811,952.397
498.43,468.918
351.012,669.553
601.477,1022.316
497.37,591.162
958.906,385.984
385.15,207.614
841.615,818.906
320.271,713.036
588.743,248.153
400.724,574.945
516.335,806.914
611.66,551.158
896.734,485.744
236.676,406.822
744.869,808.796
371.162,844.638
732.164,405.063
481.453,513.808
708.601,761.092
732.359,425.449
757.545,604.773
194.901,464.924
967.882,979.783
350.016,908.266
790.729,346.423
510.391,546.419
527.449,704.881
649.16,723.934
986.713,562.005
476.42,299.816
747.049,905.317
401.456,825.407
720.36,281.072
426.687,452.545
557.745,715.152
704.5,764.556
919.057,520.269
174.26,434.724
949.091,665.888
420.743,819.337
534.153,191.524
561.365,478.805
592.204,867.176
842.013,581.925
989.602,419.128
338.577,489.634
741.58,860.543
300.224,874.04
742.071,343.306
573.615,605.595
773.968,760.379
526.243,533.977
902.22,651.424
464.192,281.165
831.688,956.155
172.153,757.448
685.226,244.472
307.093,459.797
643.144,930.098
727.096,636.672
896.929,409.36
303.122,192.085
754.362,921.783
399.514,842.308
633.488,336.214
441.827,404.36
669.879,913.944
508.363,552.841
911.604,535.04
285.999,333.824
808.928,728.082
231.289,762.476
485.606,208.072
489.644,586.748
680.752,711.188
764.747,533.746
882.164,420.543
366.84,471.323
711.356,800.137
315.39,891.946
773.699,269.866
467.794,543.094
517.991,947.152
540.598,480.471
932.181,364.833
237.39,335.975
943.421,797.869
370.924,882.636
548.554,429.712
381.965,535.334
795.141,810.055
712.518,625.751
869.687,551.255
323.961,340.433
852.854,892.925
477.353,750.547
549.582,258.61
573.411,556.132
514.631,803.376
658.774,680.367
872.844,487.208
323.138,231.49
779.855,743.042
229.576,960.771
699.581,447.563
450.077,519.024
765.046,839.94
738.579,620.195
989.113,396.387
375.029,512.784
906.757,909.838
420.918,826.52
666.025,213.659
473.233,548.148
480.578,756.846
714.33,748.141
781.305,554.488
397.162,398.887
843.998,932.25
302.733,895.836
575.31,275.894
499.491,443.747
506.173,938.629
659.163,490.144
755.57,596.35
435.628,282.825
902.541,770.296
312.06,655.06
560.065,393.212
365.84,703.652
577.024,867.218
605.761,595.329
926.452,576.351
248.283,446.923
996.715,734.522
157.843,774.114
665.597,274.142
251.117,545.876
586.502,864.172
615.396,485.832
848.852,617.705
311.744,440.784
808.225,883.83
341.696,878.688
499.572,331.017
377.337,649.168
727.86,963.151
580.182,662.947
993.709,548.361
338.711,469.848
729.444,805.405
212.854,842.777
711.999,195.292
413.935,522.86
555.275,881.646
773.931,574.612
822.024,409.578
201.642,311.531
914.837,679.503
463.645,735.342
617.154,428.79
465.601,648.319
530.159,748.619
734.417,628.219
993.878,455.495
481.393,423.93
898.286,676.383
244.955,876.466
563.737,187.065
502.987,449.647
475.99,786.601
613.377,424.13
698.348,533.053
398.458,211.029
913.853,883.82
505.153,876.204
595.483,202.807
475.185,442.704
590.213,743.649
600.971,521.121
885.657,595.107
292.836,441.79
740.676,735.647
369.306,930.475
551.296,460.229
526.467,547.503
570.398,915.481
521.429,704.0
918.069,702.205
420.313,186.413
760.769,796.09
376.401,744.285
534.224,222.043
376.905,422.554
759.304,874.154
627.807,721.863
957.337,440.415
475.41,309.128
765.093,921.537
401.432,811.579
712.656,237.954
429.174,431.387
615.854,792.248
802.196,707.33
815.787,412.556
175.534,285.311
882.807,934.507
283.258,708.205
590.862,330.276
547.435,667.047
436.202,853.188
819.676,668.636
898.008,719.565
280.846,340.725
906.97,802.394
221.61,766.659
491.203,251.515
396.647,617.737
